date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
2016-02-12,6.0,10.0,4.0,3.0,6.0,11.0,7.0,27.0,0.0,3.0,2.0,1.0,2.0,9.0,8.0,5.0,7.0,0.0,9.0,5.0,5.0,10.0,19.0,22.0,35.0,28.0,11.0,32.0,19.0,14.0,2.0,25.0,3.0,3.0,5.0,1.0,1.0,8.0,3.0,6.0,2.0,11.0,22.0,23.0,2.0,12.0,2.0,8.0,16.0,6.0,2.0,7.0,7.0,1.0,1.0,5.0,1.0,8.0,4.0,6.0,4.0,2.0,2.0,2.0,5.0,9.0,13.0,16.0,13.0,4.0,18.0,4.0,8.0,2.0,4.0,2.0,6.0
2016-02-13,12.0,4.0,4.0,2.0,3.0,7.0,5.0,22.0,4.0,2.0,2.0,0.0,2.0,3.0,9.0,5.0,6.0,2.0,14.0,5.0,4.0,8.0,16.0,23.0,34.0,17.0,4.0,24.0,16.0,13.0,8.0,19.0,6.0,6.0,7.0,2.0,0.0,8.0,6.0,6.0,5.0,9.0,14.0,8.0,4.0,12.0,1.0,5.0,13.0,1.0,13.0,5.0,8.0,1.0,3.0,2.0,2.0,8.0,0.0,5.0,5.0,2.0,7.0,1.0,7.0,10.0,22.0,13.0,18.0,4.0,19.0,1.0,6.0,4.0,5.0,3.0,6.0
2016-02-14,9.0,4.0,5.0,5.0,1.0,9.0,6.0,35.0,4.0,1.0,1.0,1.0,2.0,1.0,11.0,9.0,5.0,0.0,10.0,6.0,1.0,13.0,21.0,9.0,35.0,9.0,9.0,11.0,15.0,8.0,3.0,10.0,6.0,0.0,3.0,1.0,1.0,7.0,2.0,3.0,1.0,7.0,15.0,7.0,3.0,15.0,3.0,1.0,13.0,1.0,8.0,2.0,8.0,2.0,1.0,5.0,2.0,6.0,0.0,7.0,8.0,1.0,8.0,3.0,4.0,8.0,10.0,12.0,17.0,4.0,13.0,3.0,9.0,2.0,1.0,2.0,4.0
2016-02-15,2.0,11.0,8.0,5.0,1.0,11.0,7.0,30.0,0.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,8.0,2.0,2.0,10.0,18.0,10.0,37.0,17.0,9.0,16.0,20.0,13.0,7.0,23.0,4.0,4.0,1.0,2.0,4.0,9.0,2.0,5.0,4.0,4.0,21.0,11.0,0.0,10.0,1.0,3.0,14.0,1.0,1.0,1.0,6.0,6.0,3.0,5.0,1.0,9.0,1.0,0.0,6.0,1.0,2.0,4.0,6.0,17.0,19.0,16.0,11.0,4.0,16.0,0.0,8.0,0.0,4.0,3.0,8.0
2016-02-16,4.0,6.0,10.0,5.0,2.0,9.0,12.0,25.0,3.0,5.0,1.0,1.0,4.0,8.0,5.0,3.0,3.0,0.0,9.0,7.0,9.0,14.0,10.0,16.0,44.0,12.0,14.0,17.0,19.0,13.0,7.0,21.0,3.0,1.0,5.0,2.0,1.0,3.0,6.0,5.0,3.0,8.0,18.0,11.0,2.0,14.0,0.0,6.0,9.0,3.0,4.0,6.0,10.0,5.0,1.0,4.0,3.0,12.0,4.0,6.0,14.0,0.0,6.0,1.0,7.0,11.0,14.0,15.0,12.0,7.0,23.0,3.0,11.0,3.0,4.0,6.0,9.0
2016-02-17,14.0,5.0,11.0,7.0,2.0,7.0,4.0,15.0,0.0,1.0,3.0,1.0,5.0,9.0,10.0,5.0,1.0,1.0,15.0,3.0,5.0,7.0,32.0,15.0,46.0,14.0,13.0,22.0,18.0,11.0,5.0,18.0,3.0,3.0,8.0,0.0,2.0,4.0,3.0,8.0,2.0,14.0,21.0,10.0,3.0,15.0,1.0,6.0,17.0,2.0,4.0,3.0,6.0,3.0,0.0,2.0,1.0,8.0,0.0,7.0,11.0,3.0,6.0,1.0,8.0,17.0,21.0,12.0,14.0,9.0,15.0,1.0,16.0,1.0,3.0,8.0,6.0
2016-02-18,4.0,9.0,13.0,5.0,5.0,8.0,9.0,28.0,3.0,6.0,3.0,2.0,4.0,7.0,15.0,7.0,3.0,3.0,12.0,2.0,8.0,9.0,21.0,26.0,47.0,10.0,10.0,28.0,19.0,16.0,3.0,19.0,1.0,0.0,5.0,1.0,1.0,6.0,4.0,7.0,1.0,6.0,20.0,17.0,1.0,16.0,1.0,7.0,19.0,1.0,3.0,3.0,8.0,5.0,2.0,7.0,1.0,3.0,3.0,5.0,13.0,2.0,9.0,4.0,4.0,15.0,15.0,17.0,20.0,4.0,26.0,2.0,8.0,1.0,8.0,4.0,5.0
2016-02-19,15.0,8.0,16.0,9.0,4.0,12.0,10.0,32.0,0.0,2.0,6.0,3.0,4.0,7.0,15.0,10.0,7.0,5.0,11.0,5.0,9.0,17.0,16.0,23.0,50.0,18.0,15.0,27.0,25.0,7.0,9.0,25.0,6.0,3.0,10.0,2.0,1.0,9.0,4.0,6.0,5.0,8.0,22.0,9.0,6.0,13.0,2.0,9.0,12.0,8.0,3.0,2.0,6.0,5.0,5.0,5.0,2.0,7.0,2.0,0.0,9.0,5.0,5.0,1.0,7.0,12.0,16.0,17.0,22.0,11.0,32.0,5.0,10.0,2.0,3.0,7.0,6.0
2016-02-20,13.0,7.0,7.0,7.0,3.0,13.0,11.0,29.0,1.0,3.0,3.0,0.0,4.0,4.0,8.0,15.0,6.0,4.0,14.0,2.0,6.0,9.0,24.0,24.0,63.0,17.0,12.0,19.0,16.0,18.0,10.0,20.0,6.0,4.0,10.0,0.0,4.0,1.0,3.0,12.0,4.0,7.0,17.0,19.0,2.0,10.0,1.0,5.0,11.0,3.0,5.0,2.0,9.0,1.0,0.0,2.0,2.0,5.0,2.0,10.0,7.0,2.0,4.0,1.0,5.0,9.0,26.0,19.0,15.0,3.0,18.0,1.0,13.0,5.0,9.0,5.0,8.0
2016-02-21,14.0,5.0,8.0,9.0,1.0,25.0,11.0,40.0,2.0,4.0,5.0,1.0,4.0,14.0,5.0,10.0,7.0,1.0,14.0,2.0,3.0,28.0,21.0,15.0,30.0,19.0,15.0,26.0,21.0,15.0,7.0,15.0,7.0,4.0,10.0,2.0,3.0,11.0,3.0,2.0,3.0,9.0,18.0,15.0,3.0,9.0,2.0,9.0,14.0,0.0,6.0,2.0,10.0,5.0,0.0,1.0,4.0,8.0,3.0,11.0,12.0,3.0,8.0,1.0,3.0,19.0,17.0,15.0,15.0,9.0,13.0,2.0,5.0,0.0,4.0,2.0,5.0
2016-02-22,13.0,0.0,10.0,9.0,3.0,10.0,11.0,23.0,5.0,3.0,6.0,1.0,1.0,2.0,8.0,10.0,7.0,1.0,11.0,2.0,6.0,6.0,19.0,21.0,50.0,11.0,8.0,25.0,25.0,12.0,6.0,27.0,2.0,1.0,9.0,0.0,0.0,13.0,1.0,7.0,2.0,9.0,14.0,11.0,4.0,20.0,2.0,5.0,13.0,4.0,6.0,0.0,8.0,1.0,0.0,4.0,0.0,5.0,1.0,6.0,12.0,1.0,6.0,0.0,2.0,20.0,13.0,14.0,15.0,5.0,17.0,1.0,10.0,0.0,4.0,2.0,12.0
2016-02-23,11.0,11.0,11.0,6.0,3.0,8.0,12.0,24.0,0.0,2.0,0.0,2.0,1.0,3.0,7.0,5.0,3.0,0.0,11.0,6.0,5.0,15.0,19.0,15.0,46.0,15.0,10.0,22.0,17.0,6.0,6.0,20.0,1.0,3.0,6.0,1.0,0.0,3.0,1.0,5.0,2.0,13.0,22.0,15.0,1.0,14.0,0.0,2.0,14.0,7.0,4.0,1.0,14.0,2.0,0.0,7.0,6.0,6.0,5.0,4.0,14.0,3.0,1.0,2.0,5.0,17.0,13.0,23.0,14.0,8.0,17.0,3.0,7.0,2.0,8.0,4.0,4.0
2016-02-24,7.0,8.0,6.0,7.0,6.0,9.0,4.0,20.0,0.0,6.0,1.0,0.0,3.0,6.0,9.0,5.0,3.0,3.0,9.0,2.0,7.0,10.0,17.0,9.0,35.0,13.0,10.0,19.0,23.0,11.0,9.0,20.0,4.0,2.0,6.0,0.0,1.0,8.0,2.0,9.0,3.0,16.0,25.0,13.0,2.0,9.0,2.0,7.0,8.0,3.0,3.0,3.0,9.0,4.0,2.0,5.0,3.0,4.0,0.0,3.0,10.0,3.0,1.0,2.0,5.0,12.0,16.0,15.0,9.0,5.0,21.0,0.0,11.0,0.0,3.0,2.0,4.0
2016-02-25,6.0,1.0,16.0,3.0,3.0,19.0,5.0,24.0,1.0,6.0,8.0,1.0,8.0,4.0,6.0,12.0,7.0,2.0,17.0,5.0,12.0,10.0,36.0,16.0,69.0,29.0,15.0,21.0,22.0,14.0,6.0,21.0,3.0,3.0,6.0,0.0,1.0,11.0,4.0,5.0,0.0,9.0,19.0,15.0,2.0,9.0,0.0,2.0,15.0,2.0,6.0,1.0,12.0,0.0,2.0,2.0,3.0,11.0,1.0,3.0,9.0,5.0,4.0,1.0,5.0,9.0,12.0,16.0,10.0,5.0,16.0,1.0,9.0,2.0,6.0,4.0,6.0
2016-02-26,9.0,8.0,12.0,3.0,0.0,11.0,11.0,32.0,1.0,6.0,3.0,0.0,3.0,6.0,11.0,6.0,5.0,0.0,9.0,8.0,4.0,12.0,31.0,19.0,52.0,17.0,9.0,24.0,28.0,9.0,10.0,27.0,2.0,4.0,9.0,1.0,1.0,7.0,3.0,8.0,2.0,9.0,25.0,17.0,3.0,16.0,3.0,2.0,18.0,5.0,6.0,2.0,6.0,3.0,0.0,5.0,4.0,3.0,3.0,5.0,11.0,2.0,3.0,5.0,9.0,17.0,20.0,19.0,23.0,7.0,24.0,5.0,10.0,2.0,9.0,6.0,3.0
2016-02-27,13.0,4.0,11.0,5.0,10.0,16.0,11.0,37.0,0.0,7.0,3.0,1.0,3.0,5.0,8.0,5.0,6.0,1.0,14.0,8.0,5.0,14.0,19.0,21.0,44.0,21.0,17.0,21.0,23.0,12.0,7.0,16.0,6.0,2.0,9.0,3.0,2.0,5.0,1.0,2.0,4.0,7.0,23.0,14.0,3.0,11.0,0.0,2.0,21.0,3.0,4.0,1.0,11.0,4.0,2.0,4.0,4.0,13.0,4.0,5.0,7.0,4.0,5.0,2.0,5.0,22.0,13.0,18.0,16.0,4.0,14.0,0.0,5.0,0.0,3.0,1.0,6.0
2016-02-28,7.0,10.0,5.0,5.0,5.0,10.0,8.0,23.0,1.0,5.0,0.0,0.0,1.0,5.0,6.0,10.0,6.0,2.0,11.0,7.0,11.0,21.0,17.0,14.0,30.0,13.0,9.0,24.0,25.0,15.0,8.0,19.0,5.0,3.0,4.0,4.0,1.0,7.0,2.0,8.0,3.0,7.0,15.0,12.0,4.0,12.0,0.0,2.0,18.0,4.0,4.0,2.0,9.0,2.0,0.0,3.0,4.0,8.0,3.0,2.0,8.0,0.0,13.0,5.0,9.0,18.0,19.0,15.0,12.0,3.0,13.0,4.0,2.0,4.0,4.0,6.0,3.0
2016-02-29,6.0,10.0,4.0,3.0,6.0,12.0,8.0,21.0,1.0,4.0,1.0,1.0,0.0,3.0,15.0,11.0,4.0,3.0,15.0,4.0,1.0,10.0,17.0,14.0,37.0,13.0,12.0,16.0,27.0,13.0,10.0,33.0,3.0,1.0,10.0,3.0,3.0,4.0,6.0,9.0,3.0,17.0,8.0,14.0,4.0,16.0,0.0,3.0,21.0,3.0,2.0,4.0,6.0,5.0,6.0,4.0,1.0,7.0,5.0,8.0,10.0,4.0,1.0,2.0,5.0,10.0,15.0,13.0,16.0,4.0,24.0,0.0,14.0,0.0,6.0,5.0,3.0
2016-03-01,9.0,10.0,12.0,6.0,6.0,10.0,12.0,38.0,0.0,3.0,9.0,4.0,2.0,7.0,12.0,8.0,1.0,2.0,19.0,0.0,6.0,11.0,23.0,20.0,47.0,16.0,16.0,28.0,39.0,13.0,11.0,23.0,5.0,1.0,5.0,3.0,2.0,11.0,4.0,5.0,6.0,11.0,31.0,15.0,3.0,19.0,0.0,3.0,17.0,4.0,6.0,6.0,15.0,5.0,1.0,4.0,2.0,11.0,3.0,5.0,10.0,2.0,4.0,6.0,3.0,19.0,24.0,14.0,17.0,6.0,25.0,2.0,3.0,1.0,8.0,6.0,9.0
2016-03-02,6.0,9.0,5.0,5.0,4.0,11.0,6.0,17.0,0.0,1.0,3.0,1.0,6.0,6.0,5.0,8.0,4.0,0.0,14.0,0.0,6.0,8.0,25.0,15.0,33.0,15.0,19.0,18.0,32.0,11.0,10.0,28.0,5.0,1.0,6.0,1.0,1.0,12.0,3.0,7.0,2.0,10.0,15.0,13.0,3.0,11.0,0.0,7.0,9.0,2.0,2.0,2.0,10.0,5.0,2.0,2.0,1.0,3.0,3.0,8.0,10.0,3.0,6.0,1.0,8.0,9.0,15.0,11.0,12.0,2.0,20.0,2.0,12.0,3.0,5.0,3.0,6.0
2016-03-03,8.0,12.0,9.0,4.0,4.0,10.0,4.0,18.0,0.0,3.0,2.0,2.0,3.0,5.0,11.0,10.0,5.0,3.0,8.0,3.0,3.0,15.0,23.0,20.0,41.0,16.0,12.0,23.0,30.0,13.0,4.0,26.0,2.0,2.0,4.0,1.0,0.0,5.0,3.0,3.0,2.0,3.0,13.0,12.0,7.0,13.0,1.0,3.0,15.0,4.0,2.0,2.0,4.0,0.0,1.0,6.0,1.0,9.0,2.0,2.0,14.0,3.0,4.0,3.0,7.0,7.0,19.0,16.0,19.0,9.0,20.0,1.0,7.0,0.0,2.0,4.0,4.0
2016-03-04,10.0,12.0,9.0,6.0,7.0,16.0,11.0,24.0,1.0,5.0,2.0,1.0,1.0,10.0,11.0,7.0,4.0,2.0,16.0,4.0,8.0,10.0,22.0,17.0,37.0,9.0,5.0,21.0,41.0,9.0,5.0,11.0,3.0,1.0,8.0,0.0,2.0,5.0,3.0,6.0,5.0,17.0,17.0,19.0,5.0,16.0,1.0,7.0,15.0,1.0,2.0,4.0,12.0,1.0,1.0,7.0,4.0,7.0,8.0,7.0,13.0,2.0,5.0,1.0,7.0,19.0,25.0,17.0,20.0,3.0,11.0,5.0,10.0,4.0,7.0,3.0,4.0
2016-03-05,8.0,7.0,9.0,11.0,5.0,17.0,15.0,35.0,2.0,0.0,3.0,0.0,1.0,4.0,11.0,8.0,3.0,2.0,12.0,5.0,2.0,13.0,22.0,19.0,47.0,15.0,13.0,20.0,31.0,17.0,5.0,27.0,5.0,1.0,10.0,6.0,1.0,1.0,6.0,2.0,3.0,6.0,21.0,11.0,1.0,13.0,1.0,2.0,26.0,1.0,5.0,5.0,12.0,3.0,1.0,8.0,4.0,6.0,0.0,5.0,9.0,1.0,6.0,2.0,3.0,11.0,20.0,15.0,11.0,4.0,18.0,4.0,16.0,0.0,8.0,3.0,6.0
2016-03-06,8.0,14.0,14.0,11.0,3.0,16.0,12.0,35.0,1.0,3.0,4.0,0.0,1.0,11.0,11.0,6.0,5.0,0.0,17.0,4.0,3.0,12.0,17.0,16.0,60.0,21.0,12.0,17.0,34.0,15.0,6.0,21.0,1.0,0.0,6.0,1.0,1.0,5.0,4.0,9.0,6.0,10.0,12.0,14.0,2.0,12.0,1.0,3.0,14.0,0.0,6.0,8.0,12.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,10.0,3.0,5.0,2.0,5.0,13.0,21.0,18.0,15.0,6.0,21.0,2.0,8.0,1.0,4.0,9.0,3.0
2016-03-07,12.0,11.0,13.0,4.0,2.0,15.0,14.0,24.0,1.0,8.0,5.0,3.0,1.0,10.0,16.0,5.0,6.0,3.0,16.0,14.0,4.0,9.0,26.0,18.0,38.0,17.0,9.0,23.0,36.0,12.0,4.0,22.0,12.0,1.0,10.0,1.0,0.0,12.0,1.0,11.0,7.0,12.0,24.0,12.0,4.0,16.0,2.0,4.0,18.0,2.0,3.0,3.0,18.0,6.0,1.0,10.0,1.0,8.0,3.0,3.0,13.0,4.0,5.0,3.0,5.0,21.0,29.0,16.0,25.0,4.0,29.0,2.0,6.0,1.0,9.0,0.0,9.0
2016-03-08,6.0,3.0,11.0,5.0,3.0,13.0,3.0,16.0,3.0,9.0,5.0,2.0,5.0,8.0,8.0,17.0,3.0,1.0,15.0,3.0,8.0,11.0,20.0,30.0,43.0,13.0,10.0,19.0,29.0,15.0,2.0,17.0,5.0,0.0,7.0,1.0,1.0,11.0,3.0,7.0,4.0,12.0,26.0,17.0,4.0,21.0,0.0,6.0,21.0,4.0,6.0,4.0,12.0,7.0,2.0,9.0,6.0,7.0,2.0,3.0,14.0,3.0,8.0,1.0,12.0,15.0,19.0,15.0,17.0,5.0,21.0,2.0,6.0,0.0,7.0,3.0,5.0
2016-03-09,11.0,11.0,5.0,2.0,0.0,7.0,9.0,31.0,1.0,10.0,2.0,1.0,2.0,3.0,9.0,6.0,4.0,1.0,8.0,0.0,5.0,7.0,12.0,16.0,40.0,19.0,18.0,25.0,33.0,7.0,12.0,26.0,5.0,2.0,6.0,1.0,2.0,8.0,3.0,7.0,6.0,15.0,30.0,10.0,5.0,12.0,1.0,4.0,15.0,2.0,5.0,2.0,15.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,13.0,3.0,7.0,2.0,10.0,10.0,23.0,25.0,9.0,6.0,25.0,2.0,10.0,1.0,4.0,6.0,7.0
2016-03-10,7.0,8.0,7.0,5.0,3.0,16.0,13.0,25.0,2.0,6.0,3.0,2.0,3.0,6.0,13.0,7.0,2.0,3.0,17.0,4.0,3.0,13.0,20.0,20.0,51.0,13.0,18.0,28.0,33.0,10.0,8.0,21.0,4.0,1.0,16.0,1.0,1.0,5.0,3.0,7.0,3.0,14.0,20.0,11.0,4.0,13.0,0.0,3.0,10.0,3.0,4.0,2.0,14.0,3.0,2.0,5.0,0.0,8.0,2.0,5.0,12.0,1.0,6.0,5.0,7.0,11.0,21.0,23.0,13.0,8.0,22.0,2.0,10.0,1.0,5.0,1.0,6.0
2016-03-11,6.0,7.0,8.0,5.0,2.0,13.0,11.0,31.0,2.0,4.0,1.0,1.0,10.0,9.0,13.0,4.0,3.0,2.0,15.0,2.0,4.0,14.0,18.0,17.0,43.0,20.0,13.0,32.0,28.0,12.0,7.0,23.0,5.0,3.0,7.0,2.0,3.0,9.0,7.0,11.0,3.0,11.0,25.0,14.0,2.0,14.0,1.0,5.0,15.0,3.0,7.0,2.0,14.0,1.0,2.0,6.0,4.0,8.0,1.0,1.0,9.0,3.0,3.0,3.0,2.0,15.0,14.0,23.0,14.0,5.0,24.0,3.0,8.0,3.0,6.0,9.0,13.0
2016-03-12,12.0,6.0,15.0,6.0,3.0,24.0,12.0,45.0,1.0,3.0,3.0,1.0,1.0,4.0,11.0,10.0,4.0,2.0,14.0,6.0,2.0,11.0,25.0,27.0,39.0,13.0,11.0,26.0,36.0,13.0,5.0,30.0,4.0,2.0,4.0,5.0,6.0,3.0,7.0,5.0,3.0,16.0,23.0,12.0,2.0,10.0,2.0,3.0,20.0,1.0,9.0,2.0,12.0,1.0,1.0,3.0,1.0,8.0,3.0,5.0,10.0,2.0,4.0,0.0,2.0,14.0,17.0,11.0,23.0,3.0,28.0,0.0,9.0,1.0,6.0,3.0,12.0
2016-03-13,11.0,8.0,6.0,4.0,2.0,12.0,10.0,35.0,1.0,0.0,3.0,0.0,3.0,8.0,15.0,9.0,2.0,2.0,10.0,3.0,6.0,6.0,18.0,15.0,48.0,12.0,11.0,23.0,24.0,12.0,4.0,17.0,2.0,1.0,3.0,1.0,3.0,8.0,4.0,5.0,3.0,8.0,13.0,13.0,5.0,9.0,0.0,4.0,10.0,2.0,7.0,4.0,9.0,2.0,3.0,5.0,3.0,7.0,1.0,5.0,11.0,1.0,11.0,3.0,3.0,14.0,15.0,9.0,18.0,5.0,19.0,3.0,14.0,2.0,5.0,4.0,6.0
2016-03-14,11.0,12.0,12.0,7.0,1.0,12.0,10.0,17.0,1.0,5.0,2.0,3.0,2.0,4.0,7.0,6.0,7.0,2.0,8.0,5.0,8.0,6.0,25.0,21.0,45.0,15.0,15.0,22.0,23.0,13.0,5.0,22.0,10.0,2.0,10.0,2.0,2.0,4.0,1.0,7.0,3.0,11.0,21.0,22.0,0.0,13.0,0.0,2.0,15.0,2.0,6.0,3.0,11.0,1.0,1.0,9.0,3.0,6.0,2.0,7.0,10.0,2.0,8.0,1.0,3.0,16.0,27.0,17.0,19.0,6.0,20.0,3.0,2.0,1.0,3.0,1.0,7.0
2016-03-15,12.0,4.0,11.0,4.0,6.0,12.0,5.0,13.0,2.0,4.0,1.0,1.0,6.0,8.0,13.0,8.0,5.0,1.0,7.0,7.0,6.0,10.0,17.0,12.0,35.0,16.0,16.0,23.0,25.0,9.0,5.0,22.0,3.0,7.0,5.0,1.0,3.0,6.0,2.0,13.0,2.0,11.0,27.0,28.0,2.0,14.0,2.0,3.0,23.0,0.0,4.0,5.0,12.0,1.0,0.0,4.0,2.0,10.0,4.0,3.0,11.0,4.0,10.0,1.0,9.0,17.0,24.0,23.0,18.0,6.0,23.0,0.0,11.0,1.0,8.0,7.0,8.0
2016-03-16,6.0,14.0,13.0,9.0,7.0,11.0,10.0,23.0,1.0,6.0,2.0,1.0,7.0,8.0,12.0,12.0,5.0,1.0,8.0,4.0,3.0,12.0,32.0,20.0,48.0,20.0,12.0,35.0,23.0,10.0,3.0,31.0,5.0,4.0,4.0,3.0,3.0,7.0,7.0,4.0,7.0,9.0,17.0,18.0,3.0,7.0,0.0,1.0,21.0,2.0,7.0,8.0,14.0,1.0,0.0,2.0,2.0,8.0,3.0,2.0,8.0,2.0,1.0,2.0,6.0,16.0,18.0,28.0,19.0,7.0,16.0,7.0,13.0,0.0,7.0,4.0,7.0
2016-03-17,11.0,5.0,10.0,4.0,4.0,11.0,20.0,33.0,2.0,0.0,2.0,1.0,3.0,8.0,15.0,3.0,6.0,0.0,17.0,2.0,3.0,20.0,31.0,23.0,42.0,18.0,6.0,22.0,37.0,15.0,5.0,27.0,5.0,3.0,8.0,0.0,3.0,5.0,3.0,8.0,3.0,10.0,19.0,18.0,3.0,22.0,0.0,6.0,12.0,1.0,2.0,2.0,9.0,4.0,1.0,8.0,3.0,7.0,2.0,4.0,6.0,1.0,7.0,1.0,4.0,23.0,20.0,21.0,19.0,3.0,20.0,6.0,7.0,2.0,8.0,2.0,2.0
2016-03-18,15.0,10.0,14.0,4.0,4.0,12.0,11.0,33.0,2.0,6.0,5.0,1.0,4.0,5.0,9.0,8.0,5.0,4.0,17.0,3.0,7.0,13.0,24.0,28.0,50.0,19.0,8.0,21.0,27.0,16.0,7.0,21.0,7.0,2.0,4.0,2.0,0.0,8.0,5.0,7.0,7.0,10.0,28.0,15.0,2.0,12.0,1.0,2.0,18.0,1.0,5.0,7.0,10.0,0.0,1.0,7.0,4.0,5.0,2.0,6.0,14.0,6.0,9.0,2.0,11.0,14.0,18.0,17.0,24.0,2.0,33.0,3.0,17.0,1.0,7.0,10.0,5.0
2016-03-19,16.0,12.0,7.0,3.0,9.0,18.0,16.0,34.0,2.0,0.0,4.0,1.0,1.0,8.0,9.0,10.0,3.0,3.0,11.0,3.0,5.0,15.0,21.0,15.0,40.0,15.0,15.0,23.0,21.0,22.0,5.0,12.0,3.0,5.0,3.0,1.0,1.0,13.0,3.0,10.0,6.0,12.0,22.0,14.0,1.0,9.0,1.0,2.0,18.0,5.0,8.0,2.0,12.0,2.0,2.0,5.0,1.0,4.0,5.0,3.0,15.0,2.0,5.0,3.0,5.0,6.0,10.0,23.0,14.0,11.0,19.0,2.0,8.0,1.0,6.0,4.0,7.0
2016-03-20,14.0,5.0,7.0,5.0,2.0,20.0,10.0,35.0,0.0,4.0,4.0,1.0,4.0,8.0,8.0,8.0,6.0,3.0,14.0,2.0,8.0,13.0,31.0,13.0,40.0,12.0,10.0,19.0,21.0,12.0,9.0,9.0,6.0,2.0,7.0,4.0,5.0,9.0,2.0,5.0,1.0,13.0,20.0,10.0,4.0,5.0,0.0,7.0,30.0,0.0,6.0,5.0,5.0,5.0,0.0,3.0,3.0,6.0,5.0,4.0,17.0,0.0,5.0,3.0,5.0,18.0,22.0,15.0,19.0,8.0,23.0,1.0,4.0,1.0,5.0,2.0,4.0
2016-03-21,11.0,9.0,9.0,4.0,5.0,16.0,8.0,24.0,1.0,5.0,1.0,1.0,3.0,10.0,5.0,9.0,1.0,0.0,11.0,2.0,9.0,16.0,25.0,20.0,31.0,21.0,20.0,26.0,30.0,11.0,4.0,16.0,4.0,2.0,3.0,1.0,0.0,5.0,3.0,6.0,2.0,9.0,29.0,12.0,2.0,12.0,2.0,4.0,24.0,4.0,9.0,3.0,16.0,4.0,0.0,9.0,0.0,8.0,4.0,4.0,9.0,3.0,11.0,2.0,8.0,11.0,22.0,12.0,15.0,7.0,21.0,2.0,12.0,1.0,6.0,1.0,8.0
2016-03-22,9.0,8.0,8.0,6.0,10.0,19.0,16.0,25.0,1.0,6.0,2.0,0.0,3.0,6.0,6.0,3.0,4.0,2.0,11.0,3.0,4.0,9.0,16.0,10.0,52.0,19.0,9.0,25.0,24.0,14.0,7.0,22.0,4.0,0.0,10.0,0.0,4.0,9.0,1.0,8.0,7.0,12.0,16.0,23.0,5.0,21.0,2.0,8.0,13.0,2.0,5.0,0.0,12.0,3.0,2.0,10.0,0.0,4.0,4.0,5.0,15.0,3.0,7.0,0.0,8.0,24.0,20.0,27.0,21.0,5.0,15.0,0.0,5.0,1.0,7.0,4.0,7.0
2016-03-23,7.0,5.0,12.0,4.0,4.0,20.0,6.0,16.0,0.0,1.0,0.0,3.0,4.0,3.0,6.0,8.0,5.0,4.0,18.0,5.0,1.0,10.0,17.0,18.0,44.0,18.0,15.0,29.0,23.0,22.0,4.0,21.0,1.0,0.0,10.0,1.0,3.0,8.0,2.0,9.0,4.0,5.0,23.0,17.0,2.0,15.0,0.0,4.0,9.0,2.0,5.0,2.0,9.0,3.0,3.0,6.0,2.0,12.0,1.0,2.0,16.0,5.0,2.0,5.0,7.0,17.0,24.0,24.0,18.0,5.0,21.0,1.0,8.0,1.0,2.0,1.0,11.0
2016-03-24,8.0,12.0,8.0,5.0,1.0,9.0,7.0,15.0,0.0,4.0,4.0,2.0,4.0,5.0,4.0,10.0,4.0,2.0,17.0,3.0,7.0,14.0,20.0,32.0,40.0,8.0,14.0,22.0,16.0,10.0,3.0,28.0,4.0,1.0,6.0,2.0,0.0,5.0,4.0,11.0,3.0,12.0,21.0,16.0,2.0,12.0,2.0,3.0,17.0,1.0,7.0,4.0,5.0,4.0,0.0,4.0,7.0,10.0,5.0,2.0,17.0,2.0,4.0,4.0,7.0,22.0,15.0,16.0,21.0,2.0,20.0,2.0,12.0,4.0,8.0,3.0,7.0
2016-03-25,9.0,10.0,9.0,3.0,3.0,15.0,8.0,31.0,1.0,5.0,0.0,4.0,4.0,5.0,7.0,4.0,6.0,1.0,10.0,5.0,5.0,20.0,21.0,22.0,43.0,14.0,11.0,33.0,22.0,15.0,3.0,25.0,7.0,1.0,3.0,2.0,1.0,8.0,3.0,11.0,4.0,8.0,13.0,20.0,3.0,17.0,0.0,5.0,16.0,4.0,2.0,1.0,11.0,3.0,1.0,2.0,5.0,5.0,2.0,3.0,19.0,3.0,7.0,3.0,4.0,16.0,22.0,17.0,21.0,7.0,27.0,3.0,10.0,1.0,3.0,4.0,6.0
